,identifier_Id,identifier_fips,identifier_apn,identifier_attomId,lot_lotnum,lot_lotsize1,lot_lotsize2,lot_pooltype,area_blockNum,area_loctype,area_countrysecsubd,area_countyuse1,area_muncode,area_munname,area_subdname,area_taxcodearea,address_country,address_countrySubd,address_line1,address_line2,address_locality,address_matchCode,address_oneLine,address_postal1,address_postal2,address_postal3,location_accuracy,location_latitude,location_longitude,location_distance,location_geoid,location_geoIdV4_CO,location_geoIdV4_CS,location_geoIdV4_DB,location_geoIdV4_N4,location_geoIdV4_PL,location_geoIdV4_SB,location_geoIdV4_ZI,summary_absenteeInd,summary_propclass,summary_propsubtype,summary_proptype,summary_propertyType,summary_yearbuilt,summary_propLandUse,summary_propIndicator,summary_legal1,utilities_coolingtype,utilities_heatingtype,building_size_bldgsize,building_size_grosssize,building_size_grosssizeadjusted,building_size_livingsize,building_size_sizeInd,building_size_universalsize,building_rooms_bathsfull,building_rooms_bathstotal,building_interior_bsmtsize,building_interior_bsmttype,building_interior_fplccount,building_interior_fplcind,building_interior_fplctype,building_construction_condition,building_construction_constructiontype,building_construction_frameType,building_construction_roofcover,building_construction_roofShape,building_construction_wallType,building_parking_garagetype,building_parking_prkgSize,building_parking_prkgSpaces,building_parking_prkgType,building_summary_archStyle,building_summary_bldgsNum,building_summary_bldgType,building_summary_imprType,building_summary_levels,building_summary_quality,building_summary_storyDesc,building_summary_view,building_summary_viewCode,vintage_lastModified,vintage_pubDate,sale_salesearchdate,sale_saleTransDate,sale_amount_salerecdate,sale_amount_saledisclosuretype,sale_amount_saledoctype,sale_amount_saledocnum,sale_amount_saletranstype,sale_interfamily,sale_resaleornewconstruction,sale_cashormortgagepurchase,sale_vintage_lastModified,building_rooms_bathspartial,building_summary_unitsCount,sale_amount_saleamt,sale_calculation_pricepersizeunit,lot_poolind,area_srvyRange,area_srvySection,area_srvyTownship,sale_foreclosure,area_subdtractnum,utilities_heatingfuel
10,329414,56021,18740001700000,329414,,5.76,250906,NO POOL,,VIEW - NONE,Laramie,100  ,LA,LARAMIE,TABLE MOUNTAIN RANCHES,0117,US,WY,1442 GILCHRIST RD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1442 GILCHRIST RD, CHEYENNE, WY 82009",82009,9061,H060,Rooftop,41.210335,-105.123853,0.0,"CO56021, CS5690825, DB5601980, RS0000102360, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,c1acc6937ea9bb2d8fa6d80945b2b08b,,"d6d1d81d2431e3a0d1b8553c6b0dcb5d, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1976,SFR,10,"TABLE MOUNTAIN RANCHES, 1ST FILING EAST PORTION: TRACT 17",,FORCED AIR,1420,3320,1420,1420,LIVING SQFT,1420,2,2.0,1420.0,,1.0,Y,YES,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Attached",480.0,2,"Garage, Attached",RANCH,1,CONVENTIONAL HOUSE,HOUSE,1,LOW,CONVENTIONAL HOUSE,VIEW - NONE,000,2024-10-15,2024-10-15,2016-08-29,2016-08-26,2016-08-29,1,,2514/0610,Resale,N,M,,2024-10-15,,,259462.0,182.72,,,,,,17,
11,336045,56021,13923000700060,336045,6,0.1822314,7938,NO POOL,7,VIEW - NONE,Laramie,100  ,LA,LARAMIE,FRONTIER GARDENS,0150,US,WY,4756 MORAN AVE,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"4756 MORAN AVE, CHEYENNE, WY 82009",82009,5219,C036,Rooftop,41.162912,-104.775200,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102494, SB0000130743, SB0000130744, SB0000130750, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,5c0988930d223ac4d02a8c930641c123,802b98230660b6ebebd36a06ec9e541e,"5b88c062457fc7330a81dec74b026e41, 2adc253f6a9750a26911d38c6cd21b9b, 9ef520046d8a93b1b5320e8b9f7dcf2f",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1964,SFR,10,"FRONTIER GARDENS, 3RD FILING: NORTH 63.5' OF SOUTH 122' LOT 6, BLOCK 7",,FORCED AIR,960,2208,960,960,LIVING SQFT,960,2,2.0,960.0,FINISHED,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,Mixed,1008.0,4,Mixed,RANCH,1,CONVENTIONAL HOUSE,HOUSE,1,FAIR,CONVENTIONAL HOUSE,VIEW - NONE,000,2022-11-10,2022-11-10,2015-08-26,2015-08-25,2015-08-26,1,DEED,0000668379,Resale,N,M,M,2022-11-10,,,231238.0,240.87,,,,,,,
12,336046,56021,16521003300000,336046,,11.33,493535,SPA/HOT TUB (ONLY),,VIEW - NONE,Laramie,100  ,LA,LARAMIE,NORTH COUNTRY,0117,US,WY,1767 POWDERHOUSE RD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1767 POWDERHOUSE RD, CHEYENNE, WY 82009",82009,8515,H056,Rooftop,41.256577,-104.785636,0.0,"CO56021, CS5690715, DB5601980, PL5613900, SB0000130743, SB0000130744, SB0000130770, ZI82009",16856031afb1b236f0d628bb802eac71,e5a490a174895893b11ce251b6cea7bd,30c86a3f2f5c848363c435461b716572,33217bfb5fa2a9b95fb69f1b01e1718b,,"32e893e3a9465c871cb0b959a4abeb91, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,2001,SFR,10,NORTH COUNTRY: TRACT 33,,FORCED AIR,2338,6806,2338,2338,LIVING SQFT,2338,4,5.0,2324.0,FINISHED,1.0,Y,YES,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE/HIP,WOOD,"Garage, Attached",1264.0,5,"Garage, Attached",RANCH,1,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,2024-10-14,2024-10-14,2011-10-25,2011-10-24,2011-10-25,1,,2241/1532,Resale,N,M,,2024-10-14,1.0,,388875.0,166.33,YES,,,,,33,
13,336047,56021,19490000300150,336047,15,0.2090909,9108,NO POOL,3,VIEW - NONE,Laramie,100  ,LA,LARAMIE,YELLOWSTONE ADDITION,0150,US,WY,132 DELL RANGE BLVD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"132 DELL RANGE BLVD, CHEYENNE, WY 82009",82009,4706,C043,Rooftop,41.164386,-104.827094,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102271, SB0000130742, SB0000130746, SB0000130760, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,b900a497e645be380705ece5c9ef6a51,802b98230660b6ebebd36a06ec9e541e,"13e2c61b7838e57ac1998bbff557d090, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,ABSENTEE(MAIL AND SITUS NOT =),Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1965,SFR,10,"YELLOWSTONE ADDITION: LOT 15, BLOCK 3",,FORCED AIR,1380,2676,1380,1380,LIVING SQFT,1380,2,2.0,1044.0,FINISHED,1.0,Y,YES,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,BRICK/STONE (BRICK AND/OR STONE),"Garage, Attached",252.0,1,"Garage, Attached",RANCH,1,CONVENTIONAL HOUSE,HOUSE,1,FAIR,CONVENTIONAL HOUSE,VIEW - NONE,000,2022-09-02,2022-09-02,2010-06-11,2010-06-10,2010-06-11,1,,2168/1352,Resale,N,M,,2022-09-02,,,145500.0,105.43,,,,,,,
14,344215,56021,15971002200020,344215,2,0.1625344,7080,NO POOL,22,VIEW - NONE,Laramie,100  ,LA,LARAMIE,MONTEREY HEIGHTS,0150,US,WY,6717 PASADENA RD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"6717 PASADENA RD, CHEYENNE, WY 82009",82009,2807,C050,Rooftop,41.178972,-104.815508,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102427, SB0000130742, SB0000130746, SB0000130760, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,e3aaf6e44399487e30ca5076fa508856,802b98230660b6ebebd36a06ec9e541e,"13e2c61b7838e57ac1998bbff557d090, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1977,SFR,10,"MONTEREY HEIGHTS, 8TH FILING: LOT 2, BLOCK 22",,FORCED AIR,1360,2260,1360,1360,LIVING SQFT,1360,2,3.0,440.0,FINISHED,1.0,Y,YES,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE/HIP,ALUMINUM/VINYL,"Garage, Built-in",460.0,2,"Garage, Built-in",SPLIT LEVEL,1,CONVENTIONAL HOUSE,HOUSE,2,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,2022-09-26,2022-09-26,2005-05-03,2005-04-29,2005-05-03,1,,1878/1279,Resale,N,M,,2022-09-26,1.0,,,,,,,,,,
15,429875,56021,11370000100020,429875,2,0.0407484,1775,NO POOL,1,VIEW - NONE,Laramie,108  ,LA,LARAMIE,ATRIUM TOWNHOMES,0150,US,WY,1427 TRENT CT,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1427 TRENT CT, CHEYENNE, WY 82009",82009,4078,C046,Rooftop,41.169056,-104.837744,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0005153455, SB0000130742, SB0000130746, SB0000130752, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,d9f24e0e6f717dda2755046d0a74ab8e,802b98230660b6ebebd36a06ec9e541e,"32e893e3a9465c871cb0b959a4abeb91, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,TOWNHOUSE/ROWHOUSE,TOWNHOUSE,1985,TOWNHOUSE/ROWHOUSE,10,"ATRIUM TOWNHOMES, THE, AMENDED: LOT 2, BLOCK 1",,FORCED AIR,1296,2020,1296,1296,LIVING SQFT,1296,2,3.0,724.0,FINISHED,1.0,Y,YES,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Detached",528.0,2,"Garage, Detached",TOWNHOUSE,1,MISCELLANEOUS,MISCELLANEOUS,2,FAIR,MISCELLANEOUS,VIEW - NONE,000,2023-04-06,2023-04-06,2023-03-02,2023-02-27,2023-03-02,1,,02825/1016,Resale,N,M,,2023-04-06,1.0,,306783.0,236.72,,,,,,,
16,463382,56021,12087002400120,463382,12,0.2240129,9758,NO POOL,24,VIEW - NONE,Laramie,100  ,LA,LARAMIE,BUFFALO RIDGE ESTATES,0150,US,WY,5200 SAGEBRUSH AVE,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"5200 SAGEBRUSH AVE, CHEYENNE, WY 82009",82009,5348,C036,Rooftop,41.165977,-104.773588,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102246, SB0000130743, SB0000130744, SB0000130750, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,606dcdd3ee643f5374c0b3d6ff1672c2,802b98230660b6ebebd36a06ec9e541e,"5b88c062457fc7330a81dec74b026e41, 2adc253f6a9750a26911d38c6cd21b9b, 9ef520046d8a93b1b5320e8b9f7dcf2f",ac6c213665a7701bd3617ada1ff96513,ABSENTEE(MAIL AND SITUS NOT =),Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1959,SFR,10,"BUFFALO RIDGE ESTATES, 2ND FILING: LOT 12, BLOCK 24",,FORCED AIR,939,1878,939,939,LIVING SQFT,939,1,1.0,939.0,FINISHED,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,HIP,BRICK/STONE (BRICK AND/OR STONE),,,,,RANCH,1,CONVENTIONAL HOUSE,HOUSE,1,FAIR,CONVENTIONAL HOUSE,VIEW - NONE,000,2023-08-02,2023-08-02,2008-04-14,2008-04-11,2008-04-14,1,DEED,0000497744,Resale,N,M,M,2023-08-02,,,129413.0,137.82,,,,,,,
17,476916,56021,15971002100040,476916,4,0.1706612,7434,NO POOL,21,VIEW - NONE,Laramie,100  ,LA,LARAMIE,MONTEREY HEIGHTS,0150,US,WY,6925 PASADENA RD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"6925 PASADENA RD, CHEYENNE, WY 82009",82009,2805,C050,Rooftop,41.180899,-104.815512,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102427, SB0000130742, SB0000130746, SB0000130760, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,e3aaf6e44399487e30ca5076fa508856,802b98230660b6ebebd36a06ec9e541e,"13e2c61b7838e57ac1998bbff557d090, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1978,SFR,10,"MONTEREY HEIGHTS, 8TH FILING: LOT 4, BLOCK 21",,FORCED AIR,962,2290,962,962,LIVING SQFT,962,2,2.0,816.0,FINISHED,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE/HIP,ALUMINUM/VINYL,"Garage, Attached",512.0,2,"Garage, Attached",BI-LEVEL,1,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,2023-08-02,2023-08-02,2011-11-07,2011-10-19,2011-11-07,1,DEED,0000578973,Resale,N,M,M,2023-08-02,,,178770.0,185.83,,,,,P,,
18,476918,56021,14755000900000,476918,,10.33,449975,NO POOL,,VIEW - NONE,Laramie,100  ,LA,LARAMIE,HORSEMAN HILLS,0117,US,WY,1971 MORGAN DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1971 MORGAN DR, CHEYENNE, WY 82009",82009,9318,H059,Rooftop,41.270318,-104.910323,0.0,"CO56021, CS5690825, DB5601980, RS0000102226, SB0000130742, SB0000130746, SB0000130762, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,ff5d9e92fab5ce7c711f1658dc413f33,,"48585caa18b3bdabfd9131935f7694b4, 3213fa0a50a52e4a2881a92686f6c00e, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1980,SFR,10,HORSEMAN HILLS: TRACT 9,,FORCED AIR,2000,3456,2000,2000,LIVING SQFT,2000,2,3.0,832.0,FINISHED,1.0,Y,YES,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Attached",528.0,2,"Garage, Attached",,1,CONVENTIONAL HOUSE,HOUSE,2,FAIR,CONVENTIONAL HOUSE,VIEW - NONE,000,2022-10-07,2022-10-07,2022-09-02,2022-09-02,2022-09-02,1,,002803/176,Resale,N,M,,2022-10-07,1.0,,629375.0,314.69,,,,,,9,
19,532964,56021,00014006612060,532964,,10.0,435600,NO POOL,,VIEW - NONE,Laramie,100  ,LA,LARAMIE,,0117,US,WY,8202 CHRISTENSEN RD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"8202 CHRISTENSEN RD, CHEYENNE, WY 82009",82009,9582,R007,Rooftop,41.193224,-104.714193,0.0,"CO56021, CS5690770, DB5601980, PL5663800, RS0000102396, SB0000130741, SB0000130743, SB0000130744, ZI82009",16856031afb1b236f0d628bb802eac71,e5a490a174895893b11ce251b6cea7bd,30c86a3f2f5c848363c435461b716572,,d3249a2aecfeabe2a060e532ab7d2ad4,"5b88c062457fc7330a81dec74b026e41, 2adc253f6a9750a26911d38c6cd21b9b, cad25fb72421864732153306a6878a40",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1985,SFR,10,14-66: SE1/4 NE1/4 SE1/4 SEC 12 EXCEPT CHRISTENSEN ROAD RIGHT OF WAY,,BASEBOARD,1602,2252,1602,1602,LIVING SQFT,1602,2,2.0,,,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Attached",650.0,2,"Garage, Attached",RANCH,1,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,2022-11-02,2022-11-02,2009-09-09,2009-08-18,2009-09-09,1,DEED,0000530272,Resale,N,M,M,2022-11-02,,,233922.0,146.02,,66,12,14,P,,ELECTRIC
20,562213,56021,14128005500000,562213,,5.83,253955,,,VIEW - NONE,Laramie,100  ,LA,LARAMIE,GRANITE SPRINGS RETREAT,0117,US,WY,1372 KATE CAMERON DR,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"1372 KATE CAMERON DR, CHEYENNE, WY 82009",82009,7403,H060,Rooftop,41.198118,-105.235415,0.0,"CO56021, CS5690825, DB5601980, RS0005154837, SB0000130742, SB0000130746, SB0000130756, ZI82009",16856031afb1b236f0d628bb802eac71,afb4f4d8de38f997097b0e3a2e7f8081,30c86a3f2f5c848363c435461b716572,8221abd4f4005ae9f6e795e74682318c,,"d6d1d81d2431e3a0d1b8553c6b0dcb5d, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,ABSENTEE(MAIL AND SITUS NOT =),Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,2003,SFR,10,"GRANITE SPRINGS RETREAT, 2ND FILING: TRACT 55",,HOT WATER,2574,4344,2574,2574,LIVING SQFT,2574,4,5.0,1770.0,FINISHED,,Y,YES,AVERAGE,LOG,,COMPOSITION SHINGLE,GABLE,LOGS,"Garage, Detached",988.0,4,"Garage, Detached",TLOG HOME,1,CONVENTIONAL HOUSE,HOUSE,2,GOOD,CONVENTIONAL HOUSE,VIEW - NONE,000,2025-07-22,2025-07-22,2025-02-07,2025-01-17,2025-02-07,1,,002915/481,Resale,N,M,,2025-07-22,1.0,,470264.0,182.7,YES,,,,,55,
21,578088,56021,13146000800250,578088,25,0.1962121,8547,NO POOL,8,VIEW - NONE,Laramie,100  ,LA,LARAMIE,CREST RIDGE,0150,US,WY,3009 HOLLAND CT,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"3009 HOLLAND CT, CHEYENNE, WY 82009",82009,4566,C048,Rooftop,41.172466,-104.773287,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102379, SB0000130743, SB0000130744, SB0000130770, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,c37899643b6f433b3d70028e8f3ff28d,802b98230660b6ebebd36a06ec9e541e,"5b88c062457fc7330a81dec74b026e41, 26c640f6b7160b5a8774e22abe70c51b, 2adc253f6a9750a26911d38c6cd21b9b",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1996,SFR,10,"CREST RIDGE, 2ND FILING: LOT 25, BLOCK 8",YES,FORCED AIR,980,2454,980,980,LIVING SQFT,980,2,3.0,980.0,FINISHED,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Attached",494.0,2,"Garage, Attached",RANCH,1,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,2024-10-20,2024-10-20,2023-04-03,2023-03-23,2023-04-03,1,,02829/1328,Resale,N,M,,2024-10-20,1.0,,322525.0,329.11,,,,,,,
22,652173,56021,12378000400050,652173,5,4.57,199069,,4,VIEW - NONE,Laramie,100  ,LA,LARAMIE,CHERRY HILLS OF CHEYENNE,0117,US,WY,10664 CHERRY WOOD LN,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"10664 CHERRY WOOD LN, CHEYENNE, WY 82009",82009,9454,R012,Rooftop,41.155965,-104.682498,0.0,"CO56021, CS5690770, DB5601980, RS0000102247, SB0000130741, SB0000130743, SB0000130744, ZI82009",16856031afb1b236f0d628bb802eac71,e5a490a174895893b11ce251b6cea7bd,30c86a3f2f5c848363c435461b716572,48c9bc2f402021ecffb2be1ccf76e419,,"5b88c062457fc7330a81dec74b026e41, 2adc253f6a9750a26911d38c6cd21b9b, cad25fb72421864732153306a6878a40",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,2003,SFR,10,"CHERRY HILLS OF CHEYENNE: LOT 5, BLOCK 4",YES,FORCED AIR,1820,4336,1820,1820,LIVING SQFT,1820,3,3.0,1820.0,FINISHED,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,WOOD,Mixed,392.0,3,Mixed,RANCH,1,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,VIEW - NONE,000,2024-10-14,2024-10-14,2015-09-21,2015-09-17,2015-09-21,1,,2464/1717,Resale,N,M,,2024-10-14,,,400000.0,219.78,YES,,,,,,
23,670631,56021,16521004400000,670631,,11.8,514008,,,VIEW - NONE,Laramie,100  ,LA,LARAMIE,NORTH COUNTRY,0117,US,WY,2653 CHEVY RD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"2653 CHEVY RD, CHEYENNE, WY 82009",82009,8508,H056,Rooftop,41.252823,-104.779547,0.0,"CO56021, CS5690770, DB5601980, RS0000102528, SB0000130742, SB0000130746, SB0000130752, ZI82009",16856031afb1b236f0d628bb802eac71,e5a490a174895893b11ce251b6cea7bd,30c86a3f2f5c848363c435461b716572,33217bfb5fa2a9b95fb69f1b01e1718b,,"32e893e3a9465c871cb0b959a4abeb91, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,2004,SFR,10,NORTH COUNTRY: TRACT 44,YES,FORCED AIR,2616,6198,2616,2616,LIVING SQFT,2616,4,5.0,2598.0,FINISHED,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,Mixed,1200.0,8,Mixed,RANCH,1,CONVENTIONAL HOUSE,HOUSE,1,GOOD,CONVENTIONAL HOUSE,VIEW - NONE,000,2023-04-14,2023-04-14,2017-01-06,2017-01-04,2017-01-06,1,,2529/1791,Resale,N,M,,2023-04-14,1.0,,,,YES,,,,,44,
24,670632,56021,19145000500000,670632,,2.36,102802,,,VIEW - NONE,Laramie,100  ,LA,LARAMIE,VOSSLER TRACTS,0117,US,WY,7115 WOODS RD,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"7115 WOODS RD, CHEYENNE, WY 82009",82009,3157,R003,Rooftop,41.183804,-104.748009,0.0,"CO56021, CS5690715, DB5601980, PL5663800, RS0004937980, SB0000130743, SB0000130744, SB0000130770, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,ea88ad31ff5a70721ac10077d9b2d3ae,d3249a2aecfeabe2a060e532ab7d2ad4,"5b88c062457fc7330a81dec74b026e41, 26c640f6b7160b5a8774e22abe70c51b, 2adc253f6a9750a26911d38c6cd21b9b",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,SFR,SINGLE FAMILY RESIDENCE,1945,SFR,10,"VOSSLER TRACTS: POR TRACT 5, DESC AS: BEG AT THE SOUTHWEST COR OF TR 5; TH N 0 DEG 41' 35"" E, 302.51' TO THE NORTHWEST COR OF",YES,FORCED AIR,2476,4936,2476,2476,LIVING SQFT,2476,3,3.0,2460.0,FINISHED,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Basement",1230.0,5,"Garage, Basement",RANCH,1,CONVENTIONAL HOUSE,HOUSE,1,FAIR,CONVENTIONAL HOUSE,VIEW - NONE,000,2024-10-14,2024-10-14,2012-01-09,2012-01-06,2012-01-09,1,,2253/1684,Resale,N,M,,2024-10-14,,,181250.0,73.2,YES,,,,,5,
25,685272,56021,19123000100170,685272,17,0.0832415,3626,NO POOL,1,VIEW - NONE,Laramie,108  ,LA,LARAMIE,VIRGINIA MEADOWS,0150,US,WY,818 OAK VALLEY LN,"CHEYENNE, WY 82009",CHEYENNE,ExaStr,"818 OAK VALLEY LN, CHEYENNE, WY 82009",82009,4296,C045,Rooftop,41.173422,-104.815488,0.0,"CO56021, CS5690715, DB5601980, PL5613900, RS0000102565, SB0000130742, SB0000130746, SB0000130760, ZI82009",16856031afb1b236f0d628bb802eac71,29392c8fb7766fb633eb98b90048e74f,30c86a3f2f5c848363c435461b716572,c8b1399402b3c7401b57eb3da4bd08f6,802b98230660b6ebebd36a06ec9e541e,"13e2c61b7838e57ac1998bbff557d090, 48585caa18b3bdabfd9131935f7694b4, 744f36341a01a573d4ff7c61ea2cc7ed",ac6c213665a7701bd3617ada1ff96513,OWNER OCCUPIED,Single Family Residence / Townhouse,Residential,TOWNHOUSE/ROWHOUSE,TOWNHOUSE,1997,TOWNHOUSE/ROWHOUSE,10,"VIRGINIA MEADOWS: LOT 17, BLOCK 1",YES,FORCED AIR,1584,2740,1584,1584,LIVING SQFT,1584,2,3.0,702.0,FINISHED,,,,AVERAGE,FRAME,WOOD,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Built-in",454.0,2,"Garage, Built-in",TOWNHOUSE,1,MISCELLANEOUS,MISCELLANEOUS,2,AVERAGE,MISCELLANEOUS,VIEW - NONE,000,2024-10-17,2024-10-17,2021-11-01,2021-10-29,2021-11-01,1,,2761/634,Resale,N,M,,2024-10-17,1.0,,357078.0,225.43,,,,,,,
